amount,payment_method,error_source,error_step,error_reason,hour_of_day,day_of_week,previous_attempts,recovered_within_24h
345491,wallet,unknown,unknown,unknown,10,3,3,1
490918,wallet,bank,payment_processing,bank_unavailable,9,1,5,0
196625,wallet,customer,payment_authentication,expired_card,14,6,1,1
414334,upi,bank,payment_processing,bank_unavailable,4,6,4,0
92194,netbanking,gateway,payment_processing,payment_timed_out,14,6,2,1
285289,upi,gateway,payment_processing,payment_timed_out,23,5,2,1
471949,netbanking,customer,payment_authorization,insufficient_funds,15,5,1,0
221337,card,unknown,unknown,unknown,1,5,5,1
253893,netbanking,unknown,unknown,unknown,16,1,4,0
78389,netbanking,unknown,unknown,unknown,0,1,5,0
264490,wallet,customer,payment_authorization,insufficient_funds,2,3,3,1
293235,card,gateway,payment_processing,payment_timed_out,6,2,1,1
490705,card,customer,payment_authentication,incorrect_pin,7,5,2,1
101279,netbanking,customer,payment_authentication,incorrect_pin,0,5,3,0
183837,upi,unknown,unknown,unknown,0,6,1,0
323979,upi,customer,payment_authentication,incorrect_pin,18,5,5,1
471568,netbanking,unknown,unknown,unknown,10,0,5,0
119700,wallet,bank,payment_processing,bank_unavailable,4,2,3,0
347768,netbanking,customer,payment_authorization,insufficient_funds,10,2,3,0
439792,wallet,customer,payment_authentication,incorrect_pin,16,4,4,1
316915,upi,gateway,payment_processing,payment_timed_out,17,2,4,0
213977,card,gateway,payment_processing,payment_timed_out,6,6,1,0
117974,netbanking,bank,payment_processing,bank_unavailable,4,2,3,0
144736,card,gateway,payment_processing,payment_timed_out,23,3,4,1
26826,upi,customer,payment_authorization,insufficient_funds,15,5,5,0
76860,upi,customer,payment_authentication,expired_card,23,2,3,0
219454,wallet,customer,payment_authorization,insufficient_funds,7,0,5,0
71108,netbanking,customer,payment_authentication,expired_card,2,2,3,0
6075,card,customer,payment_authentication,incorrect_pin,9,2,2,0
346650,card,bank,payment_processing,bank_unavailable,7,4,3,1
36430,upi,customer,payment_authentication,expired_card,17,4,4,0
71416,wallet,customer,payment_authentication,expired_card,17,3,5,0
298068,upi,bank,payment_processing,bank_unavailable,1,2,2,1
460991,wallet,customer,payment_authentication,expired_card,14,3,2,0
362512,upi,customer,payment_authentication,expired_card,8,1,4,0
17228,card,customer,payment_authorization,insufficient_funds,14,1,4,0
84806,card,customer,payment_authorization,insufficient_funds,9,4,2,1
370441,wallet,customer,payment_authentication,expired_card,12,6,4,0
366518,upi,unknown,unknown,unknown,17,3,1,1
196122,card,gateway,payment_processing,payment_timed_out,7,0,2,1
474914,card,customer,payment_authentication,expired_card,4,6,5,0
444347,card,unknown,unknown,unknown,16,2,3,0
371845,upi,unknown,unknown,unknown,22,5,5,0
374365,wallet,customer,payment_authentication,expired_card,10,6,2,0
392573,card,customer,payment_authentication,incorrect_pin,23,6,2,1
75067,card,customer,payment_authentication,expired_card,4,0,5,0
350656,card,customer,payment_authentication,expired_card,19,1,5,0
470013,wallet,customer,payment_authorization,insufficient_funds,23,4,5,0
113144,card,unknown,unknown,unknown,7,5,2,0
8309,card,unknown,unknown,unknown,3,5,5,0
181084,card,customer,payment_authorization,insufficient_funds,15,3,3,0
135538,card,bank,payment_processing,bank_unavailable,20,1,5,0
474685,upi,customer,payment_authorization,insufficient_funds,1,4,5,0
223497,netbanking,customer,payment_authorization,insufficient_funds,15,4,3,1
330944,upi,customer,payment_authorization,insufficient_funds,20,3,2,0
490990,upi,bank,payment_processing,bank_unavailable,0,4,5,0
394724,upi,customer,payment_authorization,insufficient_funds,12,1,3,0
374789,card,customer,payment_authentication,incorrect_pin,1,5,3,1
484379,wallet,bank,payment_processing,bank_unavailable,4,0,4,0
344737,netbanking,customer,payment_authentication,expired_card,11,5,5,0
116487,wallet,customer,payment_authorization,insufficient_funds,7,5,1,1
363663,card,customer,payment_authentication,expired_card,2,4,5,1
161521,wallet,customer,payment_authorization,insufficient_funds,19,5,3,0
166130,upi,gateway,payment_processing,payment_timed_out,4,6,1,0
322756,netbanking,customer,payment_authentication,expired_card,20,1,2,0
158429,wallet,unknown,unknown,unknown,4,3,3,0
13154,netbanking,customer,payment_authentication,incorrect_pin,12,4,4,1
499781,wallet,unknown,unknown,unknown,17,6,3,0
286038,card,bank,payment_processing,bank_unavailable,11,5,1,1
335335,upi,customer,payment_authentication,incorrect_pin,10,4,3,1
404536,wallet,gateway,payment_processing,payment_timed_out,18,3,2,0
317626,upi,customer,payment_authorization,insufficient_funds,0,1,2,0
305611,wallet,customer,payment_authorization,insufficient_funds,19,2,4,0
396128,netbanking,unknown,unknown,unknown,16,3,5,0
148401,wallet,customer,payment_authorization,insufficient_funds,18,6,1,0
414394,card,customer,payment_authentication,expired_card,10,6,4,0
362328,wallet,customer,payment_authorization,insufficient_funds,9,4,3,0
91874,upi,customer,payment_authentication,incorrect_pin,13,0,2,0
73869,card,customer,payment_authentication,incorrect_pin,15,5,4,1
439966,upi,customer,payment_authentication,incorrect_pin,22,3,2,1
447492,wallet,bank,payment_processing,bank_unavailable,20,4,4,1
496797,netbanking,bank,payment_processing,bank_unavailable,1,3,3,1
51356,wallet,customer,payment_authentication,incorrect_pin,3,5,1,1
447914,wallet,bank,payment_processing,bank_unavailable,22,1,4,0
431882,card,customer,payment_authorization,insufficient_funds,9,1,5,0
384030,upi,customer,payment_authentication,expired_card,13,1,3,0
249407,wallet,unknown,unknown,unknown,1,6,4,1
254745,card,gateway,payment_processing,payment_timed_out,2,0,1,1
214895,upi,unknown,unknown,unknown,9,2,2,0
15600,wallet,customer,payment_authorization,insufficient_funds,17,2,2,0
250830,wallet,customer,payment_authorization,insufficient_funds,18,5,4,0
119343,card,gateway,payment_processing,payment_timed_out,21,2,2,0
100903,wallet,customer,payment_authorization,insufficient_funds,4,6,4,0
28899,upi,unknown,unknown,unknown,4,6,2,0
229385,upi,bank,payment_processing,bank_unavailable,13,4,4,1
24891,card,customer,payment_authorization,insufficient_funds,13,2,2,1
425011,netbanking,unknown,unknown,unknown,0,4,3,1
444861,upi,customer,payment_authentication,expired_card,10,4,1,1
400677,upi,gateway,payment_processing,payment_timed_out,21,0,4,1
151193,netbanking,bank,payment_processing,bank_unavailable,3,5,1,0
82361,wallet,customer,payment_authentication,incorrect_pin,19,3,5,1
252821,netbanking,gateway,payment_processing,payment_timed_out,10,5,5,0
337037,wallet,customer,payment_authentication,incorrect_pin,12,4,3,1
11273,wallet,customer,payment_authentication,expired_card,15,6,5,0
428562,netbanking,bank,payment_processing,bank_unavailable,16,0,5,1
219845,netbanking,gateway,payment_processing,payment_timed_out,15,0,1,0
410064,wallet,unknown,unknown,unknown,2,0,4,0
39906,card,bank,payment_processing,bank_unavailable,7,6,2,0
213391,upi,unknown,unknown,unknown,20,6,5,0
229700,wallet,customer,payment_authentication,incorrect_pin,0,6,5,1
24998,card,customer,payment_authentication,incorrect_pin,17,2,5,1
354015,wallet,unknown,unknown,unknown,12,1,3,0
465654,card,customer,payment_authentication,expired_card,2,2,1,0
270758,wallet,bank,payment_processing,bank_unavailable,2,5,1,0
198547,upi,customer,payment_authentication,incorrect_pin,23,1,1,1
318390,netbanking,customer,payment_authorization,insufficient_funds,0,3,5,0
181127,card,gateway,payment_processing,payment_timed_out,0,4,3,0
180519,card,gateway,payment_processing,payment_timed_out,0,2,2,1
379998,card,unknown,unknown,unknown,15,3,3,0
295860,wallet,bank,payment_processing,bank_unavailable,22,4,1,0
132722,card,bank,payment_processing,bank_unavailable,4,5,3,0
204313,wallet,customer,payment_authentication,incorrect_pin,19,1,3,0
417540,card,customer,payment_authentication,incorrect_pin,17,3,4,1
264829,upi,bank,payment_processing,bank_unavailable,5,1,1,1
38949,wallet,customer,payment_authentication,expired_card,1,0,5,1
428652,upi,customer,payment_authentication,incorrect_pin,11,4,1,1
370615,card,bank,payment_processing,bank_unavailable,1,3,3,1
134174,wallet,customer,payment_authentication,expired_card,2,1,2,0
482929,wallet,gateway,payment_processing,payment_timed_out,11,0,4,0
475970,wallet,unknown,unknown,unknown,19,6,4,0
497889,card,bank,payment_processing,bank_unavailable,23,5,1,1
189524,wallet,bank,payment_processing,bank_unavailable,15,6,3,1
461979,card,unknown,unknown,unknown,6,0,3,1
403390,netbanking,gateway,payment_processing,payment_timed_out,7,0,3,1
435511,netbanking,customer,payment_authorization,insufficient_funds,14,1,1,1
273998,upi,gateway,payment_processing,payment_timed_out,4,0,1,0
140161,card,customer,payment_authentication,incorrect_pin,12,3,3,1
114166,card,bank,payment_processing,bank_unavailable,18,4,2,1
483358,card,customer,payment_authorization,insufficient_funds,20,1,3,1
251718,card,unknown,unknown,unknown,1,2,1,0
464021,netbanking,customer,payment_authentication,incorrect_pin,6,3,4,1
277799,upi,unknown,unknown,unknown,6,2,1,1
267652,upi,customer,payment_authorization,insufficient_funds,13,3,4,0
37549,wallet,customer,payment_authentication,incorrect_pin,4,4,5,0
201637,card,customer,payment_authentication,expired_card,22,6,2,1
278523,netbanking,gateway,payment_processing,payment_timed_out,22,2,1,0
55524,netbanking,customer,payment_authentication,incorrect_pin,7,0,1,1
81853,netbanking,customer,payment_authentication,incorrect_pin,9,6,2,0
295726,card,customer,payment_authentication,incorrect_pin,10,4,1,1
124821,card,bank,payment_processing,bank_unavailable,1,3,5,1
350573,wallet,customer,payment_authentication,incorrect_pin,21,5,5,1
230745,wallet,gateway,payment_processing,payment_timed_out,18,6,5,0
202594,card,customer,payment_authentication,incorrect_pin,7,0,5,1
59574,netbanking,gateway,payment_processing,payment_timed_out,13,6,3,1
203609,wallet,unknown,unknown,unknown,9,4,2,0
271564,upi,gateway,payment_processing,payment_timed_out,5,4,3,1
287082,wallet,unknown,unknown,unknown,7,6,2,1
135823,card,unknown,unknown,unknown,2,2,5,0
14864,wallet,customer,payment_authentication,incorrect_pin,19,5,3,1
467472,netbanking,bank,payment_processing,bank_unavailable,15,3,2,1
478976,wallet,gateway,payment_processing,payment_timed_out,22,6,4,1
452157,upi,bank,payment_processing,bank_unavailable,0,3,2,1
145663,upi,gateway,payment_processing,payment_timed_out,15,5,2,1
301696,wallet,gateway,payment_processing,payment_timed_out,13,3,2,1
71304,netbanking,unknown,unknown,unknown,14,2,1,0
452874,netbanking,customer,payment_authorization,insufficient_funds,23,2,1,0
3738,upi,bank,payment_processing,bank_unavailable,9,6,3,0
235864,upi,customer,payment_authentication,incorrect_pin,3,5,5,0
428589,wallet,customer,payment_authorization,insufficient_funds,0,1,2,1
363055,card,customer,payment_authorization,insufficient_funds,11,6,4,0
431741,netbanking,bank,payment_processing,bank_unavailable,4,4,2,1
248689,card,bank,payment_processing,bank_unavailable,3,0,2,1
48558,card,unknown,unknown,unknown,3,5,1,1
4907,upi,gateway,payment_processing,payment_timed_out,6,1,3,1
76968,wallet,gateway,payment_processing,payment_timed_out,2,6,4,1
29713,wallet,customer,payment_authentication,incorrect_pin,11,3,2,1
224503,upi,bank,payment_processing,bank_unavailable,15,6,3,0
26224,card,gateway,payment_processing,payment_timed_out,6,3,3,0
93666,netbanking,customer,payment_authorization,insufficient_funds,3,0,2,1
210287,card,bank,payment_processing,bank_unavailable,13,5,4,0
368175,netbanking,gateway,payment_processing,payment_timed_out,2,5,3,1
337443,card,gateway,payment_processing,payment_timed_out,17,2,1,1
29961,upi,unknown,unknown,unknown,9,1,3,0
451741,card,bank,payment_processing,bank_unavailable,9,6,2,1
275305,netbanking,bank,payment_processing,bank_unavailable,5,5,4,0
175087,upi,bank,payment_processing,bank_unavailable,6,2,2,1
192013,wallet,gateway,payment_processing,payment_timed_out,3,4,5,0
424361,upi,bank,payment_processing,bank_unavailable,13,1,4,0
233008,upi,bank,payment_processing,bank_unavailable,3,1,1,1
123670,netbanking,customer,payment_authorization,insufficient_funds,16,4,3,0
212954,netbanking,bank,payment_processing,bank_unavailable,6,5,5,1
35147,card,customer,payment_authorization,insufficient_funds,13,6,2,0
77426,card,customer,payment_authentication,expired_card,12,3,4,0
157975,upi,unknown,unknown,unknown,15,1,4,1
110920,netbanking,gateway,payment_processing,payment_timed_out,18,3,4,0
175299,card,bank,payment_processing,bank_unavailable,13,4,1,0
33339,upi,unknown,unknown,unknown,20,6,2,1
305418,card,unknown,unknown,unknown,6,0,2,1
58527,wallet,bank,payment_processing,bank_unavailable,18,4,2,0
109266,card,gateway,payment_processing,payment_timed_out,8,3,5,0
488970,wallet,bank,payment_processing,bank_unavailable,15,4,1,0
3948,card,unknown,unknown,unknown,11,0,3,1
140613,upi,bank,payment_processing,bank_unavailable,21,0,5,0
250595,card,customer,payment_authorization,insufficient_funds,6,4,5,0
154206,card,customer,payment_authentication,incorrect_pin,12,1,4,0
160944,upi,unknown,unknown,unknown,3,4,5,0
64426,netbanking,customer,payment_authorization,insufficient_funds,15,0,3,0
212279,card,gateway,payment_processing,payment_timed_out,0,5,4,0
377827,netbanking,customer,payment_authentication,incorrect_pin,9,2,3,1
294368,card,customer,payment_authentication,expired_card,0,3,1,0
462148,card,bank,payment_processing,bank_unavailable,7,2,1,0
350151,card,bank,payment_processing,bank_unavailable,11,2,5,0
395086,upi,customer,payment_authorization,insufficient_funds,7,3,1,0
216409,netbanking,customer,payment_authentication,incorrect_pin,9,4,2,1
306695,upi,bank,payment_processing,bank_unavailable,3,4,4,1
289498,netbanking,bank,payment_processing,bank_unavailable,17,6,3,1
406804,wallet,gateway,payment_processing,payment_timed_out,19,1,3,1
251044,wallet,bank,payment_processing,bank_unavailable,10,6,5,1
202711,card,customer,payment_authorization,insufficient_funds,1,4,4,1
35956,card,customer,payment_authorization,insufficient_funds,1,2,5,0
429890,wallet,customer,payment_authentication,expired_card,16,6,4,0
218331,card,bank,payment_processing,bank_unavailable,22,4,5,1
399461,card,unknown,unknown,unknown,20,1,4,0
339384,wallet,bank,payment_processing,bank_unavailable,9,1,3,0
1860,wallet,customer,payment_authentication,expired_card,11,4,5,1
326023,wallet,customer,payment_authentication,incorrect_pin,3,5,5,1
244409,upi,customer,payment_authorization,insufficient_funds,1,0,1,1
120646,wallet,unknown,unknown,unknown,18,4,5,0
133043,upi,bank,payment_processing,bank_unavailable,10,3,4,0
319340,netbanking,bank,payment_processing,bank_unavailable,11,6,5,1
44030,wallet,customer,payment_authentication,expired_card,8,5,4,0
303549,netbanking,customer,payment_authentication,incorrect_pin,7,6,5,0
423252,wallet,customer,payment_authentication,expired_card,23,0,2,0
44335,card,bank,payment_processing,bank_unavailable,19,5,1,1
4966,card,customer,payment_authentication,incorrect_pin,16,2,1,1
31240,card,bank,payment_processing,bank_unavailable,9,3,2,1
365352,card,bank,payment_processing,bank_unavailable,17,6,2,1
424047,netbanking,customer,payment_authorization,insufficient_funds,8,6,3,0
494108,card,customer,payment_authentication,expired_card,12,1,1,0
15387,netbanking,gateway,payment_processing,payment_timed_out,3,1,1,0
241528,card,customer,payment_authorization,insufficient_funds,17,5,3,0
25037,card,unknown,unknown,unknown,1,6,4,0
186249,upi,customer,payment_authentication,expired_card,17,4,1,0
154668,netbanking,gateway,payment_processing,payment_timed_out,14,0,3,1
303311,wallet,customer,payment_authentication,incorrect_pin,1,1,4,0
454590,wallet,gateway,payment_processing,payment_timed_out,12,5,4,1
402545,card,bank,payment_processing,bank_unavailable,5,5,1,1
32745,card,gateway,payment_processing,payment_timed_out,11,6,4,1
120885,netbanking,gateway,payment_processing,payment_timed_out,0,3,1,0
138174,netbanking,customer,payment_authorization,insufficient_funds,17,2,2,0
126100,upi,customer,payment_authorization,insufficient_funds,12,0,2,1
177264,netbanking,customer,payment_authentication,incorrect_pin,8,5,5,1
303982,upi,customer,payment_authentication,expired_card,21,6,1,1
370051,upi,gateway,payment_processing,payment_timed_out,15,0,4,1
470000,netbanking,bank,payment_processing,bank_unavailable,14,3,5,0
351758,upi,customer,payment_authentication,incorrect_pin,3,2,5,1
149921,card,customer,payment_authorization,insufficient_funds,12,5,2,1
92868,netbanking,bank,payment_processing,bank_unavailable,16,5,1,1
189000,netbanking,unknown,unknown,unknown,22,1,2,0
400027,card,customer,payment_authentication,incorrect_pin,14,6,4,1
496674,upi,bank,payment_processing,bank_unavailable,4,0,1,0
196755,wallet,customer,payment_authentication,expired_card,16,5,4,0
88935,wallet,customer,payment_authorization,insufficient_funds,1,5,2,1
3471,wallet,unknown,unknown,unknown,7,1,4,0
39407,netbanking,unknown,unknown,unknown,22,4,4,0
318799,card,bank,payment_processing,bank_unavailable,19,1,3,0
295288,wallet,gateway,payment_processing,payment_timed_out,21,1,4,1
322019,card,gateway,payment_processing,payment_timed_out,8,0,5,0
13109,upi,gateway,payment_processing,payment_timed_out,16,5,2,0
219047,wallet,customer,payment_authorization,insufficient_funds,16,5,3,0
91036,card,customer,payment_authentication,incorrect_pin,5,3,4,0
168921,wallet,bank,payment_processing,bank_unavailable,22,5,5,1
311483,card,customer,payment_authentication,incorrect_pin,23,2,3,1
138586,wallet,customer,payment_authorization,insufficient_funds,2,3,2,0
330097,netbanking,customer,payment_authentication,expired_card,18,5,5,0
145292,card,customer,payment_authentication,expired_card,10,3,5,0
255702,card,customer,payment_authorization,insufficient_funds,16,4,3,0
230090,wallet,customer,payment_authentication,incorrect_pin,13,1,1,0
192490,upi,customer,payment_authorization,insufficient_funds,5,3,2,1
63892,card,bank,payment_processing,bank_unavailable,2,5,3,0
288523,card,gateway,payment_processing,payment_timed_out,12,5,4,1
495057,netbanking,bank,payment_processing,bank_unavailable,20,2,4,1
322050,card,customer,payment_authorization,insufficient_funds,19,3,5,0
373153,netbanking,customer,payment_authentication,expired_card,6,4,1,0
401938,card,customer,payment_authentication,incorrect_pin,20,6,3,0
20066,upi,customer,payment_authorization,insufficient_funds,8,5,4,0
396583,upi,customer,payment_authentication,incorrect_pin,13,5,5,0
121990,netbanking,customer,payment_authentication,expired_card,7,5,1,0
332736,card,bank,payment_processing,bank_unavailable,12,2,5,0
491946,card,customer,payment_authentication,expired_card,12,2,1,1
447222,netbanking,customer,payment_authentication,expired_card,16,3,1,0
207801,card,bank,payment_processing,bank_unavailable,11,2,5,0
419175,card,unknown,unknown,unknown,12,6,4,1
309682,upi,unknown,unknown,unknown,15,6,5,0
67489,card,customer,payment_authentication,incorrect_pin,10,6,4,0
120716,netbanking,unknown,unknown,unknown,12,4,4,1
478383,netbanking,customer,payment_authorization,insufficient_funds,2,1,3,0
457692,wallet,customer,payment_authorization,insufficient_funds,20,1,3,0
445980,wallet,customer,payment_authentication,expired_card,3,1,3,1
192720,upi,customer,payment_authentication,incorrect_pin,20,4,2,0
161142,card,bank,payment_processing,bank_unavailable,18,2,5,0
403199,card,customer,payment_authorization,insufficient_funds,22,4,2,1
11072,netbanking,bank,payment_processing,bank_unavailable,0,6,4,1
448844,card,gateway,payment_processing,payment_timed_out,5,2,4,0
302384,wallet,unknown,unknown,unknown,1,6,3,0
316719,card,customer,payment_authorization,insufficient_funds,10,3,4,0
219770,netbanking,customer,payment_authentication,expired_card,21,5,1,0
489673,upi,bank,payment_processing,bank_unavailable,18,0,2,1
375034,wallet,bank,payment_processing,bank_unavailable,16,1,3,1
27864,wallet,customer,payment_authentication,expired_card,20,6,2,0
262775,wallet,unknown,unknown,unknown,0,6,5,0
429952,card,bank,payment_processing,bank_unavailable,18,3,5,0
39168,upi,customer,payment_authentication,incorrect_pin,7,0,4,1
368699,netbanking,unknown,unknown,unknown,16,0,2,1
123099,card,unknown,unknown,unknown,18,2,1,0
253756,wallet,customer,payment_authorization,insufficient_funds,16,6,4,0
441380,netbanking,customer,payment_authentication,expired_card,10,2,5,1
246673,netbanking,unknown,unknown,unknown,14,6,3,0
19807,wallet,customer,payment_authentication,expired_card,11,3,5,0
11366,wallet,bank,payment_processing,bank_unavailable,15,0,5,1
368598,card,unknown,unknown,unknown,11,3,3,0
465529,upi,gateway,payment_processing,payment_timed_out,9,2,2,0
146680,upi,customer,payment_authentication,expired_card,4,1,1,1
467768,card,customer,payment_authentication,incorrect_pin,9,4,4,0
226867,netbanking,bank,payment_processing,bank_unavailable,17,1,3,1
30298,upi,gateway,payment_processing,payment_timed_out,20,6,1,1
265972,upi,customer,payment_authorization,insufficient_funds,2,5,1,1
486886,netbanking,customer,payment_authentication,expired_card,4,5,5,0
125790,wallet,customer,payment_authentication,expired_card,12,0,2,0
480357,upi,customer,payment_authentication,incorrect_pin,16,6,2,0
326328,netbanking,customer,payment_authentication,expired_card,4,3,4,0
198643,upi,gateway,payment_processing,payment_timed_out,7,5,2,1
347028,netbanking,customer,payment_authorization,insufficient_funds,1,1,5,0
200977,wallet,customer,payment_authentication,expired_card,1,5,4,0
43444,wallet,gateway,payment_processing,payment_timed_out,3,2,2,1
435511,netbanking,customer,payment_authentication,incorrect_pin,17,4,2,1
187589,netbanking,customer,payment_authentication,expired_card,20,1,5,0
283316,wallet,customer,payment_authorization,insufficient_funds,11,6,3,1
372445,netbanking,bank,payment_processing,bank_unavailable,4,4,5,0
42369,card,customer,payment_authentication,expired_card,22,3,2,0
361097,wallet,customer,payment_authentication,incorrect_pin,6,3,1,0
183256,netbanking,customer,payment_authentication,incorrect_pin,3,0,5,0
272757,wallet,bank,payment_processing,bank_unavailable,3,2,2,1
229103,netbanking,unknown,unknown,unknown,8,5,5,0
389060,wallet,customer,payment_authentication,incorrect_pin,17,5,4,1
94585,upi,gateway,payment_processing,payment_timed_out,9,6,2,1
54714,upi,customer,payment_authentication,incorrect_pin,10,0,4,1
206066,upi,bank,payment_processing,bank_unavailable,8,1,1,1
59987,netbanking,bank,payment_processing,bank_unavailable,22,5,2,1
122119,netbanking,bank,payment_processing,bank_unavailable,16,2,2,1
329087,upi,customer,payment_authentication,incorrect_pin,15,1,4,1
409563,upi,gateway,payment_processing,payment_timed_out,10,1,3,0
346974,wallet,customer,payment_authorization,insufficient_funds,12,6,4,1
159542,wallet,gateway,payment_processing,payment_timed_out,21,6,3,1
407449,netbanking,customer,payment_authentication,expired_card,15,0,4,0
203638,card,customer,payment_authentication,expired_card,19,5,1,0
91337,card,customer,payment_authorization,insufficient_funds,0,3,4,1
378367,upi,customer,payment_authentication,expired_card,20,5,1,0
258869,upi,unknown,unknown,unknown,22,4,1,0
185922,wallet,unknown,unknown,unknown,16,4,4,0
330755,card,unknown,unknown,unknown,22,4,1,0
362654,netbanking,customer,payment_authorization,insufficient_funds,13,5,4,1
112626,netbanking,customer,payment_authentication,expired_card,6,5,1,0
59519,card,bank,payment_processing,bank_unavailable,14,3,1,0
258947,upi,unknown,unknown,unknown,15,0,5,1
26714,netbanking,unknown,unknown,unknown,3,0,1,1
319584,upi,unknown,unknown,unknown,4,2,5,0
220467,card,customer,payment_authentication,incorrect_pin,6,3,2,0
108010,wallet,customer,payment_authorization,insufficient_funds,13,6,4,0
299696,netbanking,gateway,payment_processing,payment_timed_out,3,0,5,1
188406,wallet,gateway,payment_processing,payment_timed_out,18,6,1,0
194821,upi,bank,payment_processing,bank_unavailable,2,0,2,0
108953,upi,customer,payment_authentication,incorrect_pin,22,3,3,1
338367,card,customer,payment_authentication,incorrect_pin,16,2,5,1
451569,card,gateway,payment_processing,payment_timed_out,8,3,1,0
309721,upi,bank,payment_processing,bank_unavailable,8,0,1,1
119162,wallet,bank,payment_processing,bank_unavailable,16,5,2,1
416862,upi,gateway,payment_processing,payment_timed_out,2,0,2,0
61296,netbanking,customer,payment_authentication,incorrect_pin,17,5,2,1
145597,netbanking,gateway,payment_processing,payment_timed_out,13,3,1,0
18542,netbanking,customer,payment_authorization,insufficient_funds,5,6,5,0
424346,upi,unknown,unknown,unknown,21,6,4,0
23431,card,unknown,unknown,unknown,15,5,1,0
273579,netbanking,customer,payment_authentication,expired_card,3,3,3,0
96601,card,customer,payment_authorization,insufficient_funds,15,2,4,0
106891,netbanking,customer,payment_authorization,insufficient_funds,9,4,4,0
304496,upi,customer,payment_authorization,insufficient_funds,18,4,5,1
402084,upi,unknown,unknown,unknown,11,5,4,0
9807,netbanking,customer,payment_authorization,insufficient_funds,23,3,4,0
80157,netbanking,bank,payment_processing,bank_unavailable,22,3,1,1
144085,upi,bank,payment_processing,bank_unavailable,0,0,1,0
471835,wallet,gateway,payment_processing,payment_timed_out,9,1,4,0
30025,upi,unknown,unknown,unknown,4,5,5,0
90072,wallet,customer,payment_authentication,expired_card,10,6,2,0
202426,netbanking,gateway,payment_processing,payment_timed_out,3,4,4,0
163477,wallet,customer,payment_authentication,expired_card,12,2,2,0
25239,wallet,bank,payment_processing,bank_unavailable,3,0,3,1
270557,card,customer,payment_authentication,incorrect_pin,14,0,4,0
304163,wallet,customer,payment_authorization,insufficient_funds,10,4,4,0
89318,upi,bank,payment_processing,bank_unavailable,23,4,1,1
344524,card,customer,payment_authentication,incorrect_pin,21,1,5,0
29313,upi,customer,payment_authorization,insufficient_funds,14,1,5,1
365938,card,bank,payment_processing,bank_unavailable,10,0,3,1
130319,wallet,bank,payment_processing,bank_unavailable,17,4,2,1
112947,card,gateway,payment_processing,payment_timed_out,16,4,3,0
98999,upi,unknown,unknown,unknown,3,2,5,0
434382,card,gateway,payment_processing,payment_timed_out,9,5,3,1
251550,wallet,customer,payment_authentication,incorrect_pin,23,5,1,1
345454,netbanking,bank,payment_processing,bank_unavailable,7,3,1,1
102774,netbanking,gateway,payment_processing,payment_timed_out,0,1,5,0
29268,card,customer,payment_authentication,expired_card,20,0,4,0
20055,card,bank,payment_processing,bank_unavailable,22,5,4,1
220943,netbanking,bank,payment_processing,bank_unavailable,15,4,1,1
163897,netbanking,bank,payment_processing,bank_unavailable,15,2,1,1
384111,wallet,customer,payment_authentication,expired_card,8,0,2,0
394416,netbanking,customer,payment_authorization,insufficient_funds,8,5,2,0
156136,wallet,customer,payment_authentication,expired_card,21,6,2,0
217347,wallet,customer,payment_authorization,insufficient_funds,20,3,3,1
191398,upi,gateway,payment_processing,payment_timed_out,11,1,2,0
337867,card,unknown,unknown,unknown,7,4,1,0
315172,card,customer,payment_authentication,expired_card,4,6,3,0
325888,upi,bank,payment_processing,bank_unavailable,0,4,4,1
28685,upi,unknown,unknown,unknown,11,0,4,1
169632,wallet,customer,payment_authentication,expired_card,13,1,2,0
483501,card,bank,payment_processing,bank_unavailable,16,0,2,0
171563,upi,customer,payment_authentication,incorrect_pin,19,2,3,0
88066,card,customer,payment_authentication,incorrect_pin,8,3,1,0
100606,card,customer,payment_authorization,insufficient_funds,4,3,5,0
14309,upi,customer,payment_authorization,insufficient_funds,20,5,5,0
390620,upi,gateway,payment_processing,payment_timed_out,18,0,1,0
3656,wallet,customer,payment_authentication,expired_card,12,6,5,0
298466,wallet,unknown,unknown,unknown,0,1,1,1
200378,card,customer,payment_authentication,expired_card,11,3,3,1
48246,netbanking,unknown,unknown,unknown,14,1,4,0
442243,wallet,customer,payment_authentication,expired_card,20,2,2,0
371242,wallet,bank,payment_processing,bank_unavailable,12,5,2,1
410062,upi,gateway,payment_processing,payment_timed_out,11,0,1,1
468391,wallet,bank,payment_processing,bank_unavailable,9,3,4,0
456111,upi,customer,payment_authorization,insufficient_funds,9,4,1,0
350625,upi,bank,payment_processing,bank_unavailable,0,3,3,1
267357,card,customer,payment_authentication,expired_card,2,2,2,0
348802,netbanking,bank,payment_processing,bank_unavailable,18,2,5,1
224924,upi,gateway,payment_processing,payment_timed_out,8,6,5,0
91478,card,unknown,unknown,unknown,20,1,5,0
193545,card,bank,payment_processing,bank_unavailable,9,3,4,0
233987,card,customer,payment_authorization,insufficient_funds,23,2,3,0
24162,wallet,bank,payment_processing,bank_unavailable,4,5,2,1
423887,card,unknown,unknown,unknown,4,5,1,0
454852,upi,customer,payment_authorization,insufficient_funds,14,5,5,1
210571,upi,unknown,unknown,unknown,19,0,2,0
248592,upi,bank,payment_processing,bank_unavailable,3,0,3,0
420645,upi,unknown,unknown,unknown,12,2,1,1
228079,netbanking,gateway,payment_processing,payment_timed_out,5,3,2,0
